City_ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
357,Ormara,PK,25.2088,64.6357,2022-06-18 18:59:24,82.98,88,27,12.19,scattered clouds
358,Ponta Delgada,PT,37.7333,-25.6667,2022-06-18 18:59:24,66.92,72,40,19.57,scattered clouds
359,La Palma,US,33.8464,-118.0467,2022-06-18 18:59:25,80.24,60,0,6.91,clear sky
360,Myskhako,RU,44.6714,37.7433,2022-06-18 18:59:25,60.58,64,0,7.07,clear sky
361,Tete,MZ,-16.1564,33.5867,2022-06-18 18:59:26,68.09,64,20,4.61,few clouds
362,Hit,IQ,33.6416,42.8251,2022-06-18 18:59:26,101.61,12,0,6.15,clear sky
363,Yabrud,SY,33.9674,36.6574,2022-06-18 18:59:26,74.53,38,0,2.19,clear sky
364,Guarapari,BR,-20.6667,-40.4975,2022-06-18 18:59:27,83.89,53,0,6.62,clear sky
365,Sakakah,SA,29.9697,40.2064,2022-06-18 19:00:27,97.9,10,0,8.81,clear sky
366,Shubarkuduk,KZ,49.1447,56.4872,2022-06-18 19:00:27,69.3,57,60,9.35,broken clouds
367,Sokoni,TZ,-6.4333,39.55,2022-06-18 19:00:28,78.57,73,23,19.66,few clouds
368,Tabou,CI,4.423,-7.3528,2022-06-18 19:00:28,77.79,72,90,5.77,overcast clouds
369,Tres Arroyos,AR,-38.3739,-60.2798,2022-06-18 19:00:22,52.16,36,98,12.93,overcast clouds
370,Rio Bueno,CL,-40.3167,-72.9667,2022-06-18 19:00:29,46.11,78,100,5.35,light rain
371,Businga,CD,3.3333,20.8833,2022-06-18 19:00:29,72.63,86,100,3.0,overcast clouds
372,Lieto,FI,60.5103,22.4618,2022-06-18 19:00:29,61.07,91,20,8.05,few clouds
373,Uyuni,BO,-20.4597,-66.825,2022-06-18 19:00:30,45.95,10,0,16.42,clear sky
374,Gornyy,RU,55.1153,83.9059,2022-06-18 19:00:30,54.28,95,100,5.23,overcast clouds
375,Kalemie,CD,-5.9475,29.1947,2022-06-18 19:00:31,71.62,65,57,1.32,broken clouds
376,Tritenii De Jos,RO,46.5833,24.0,2022-06-18 19:00:31,65.79,60,12,3.11,few clouds
377,Bandar-E Lengeh,IR,26.5579,54.8807,2022-06-18 19:00:32,91.24,66,4,11.86,clear sky
378,Mogadishu,SO,2.0371,45.3438,2022-06-18 19:00:32,79.03,78,94,20.13,overcast clouds
379,Korla,CN,41.7597,86.1469,2022-06-18 19:00:32,77.0,26,100,8.95,overcast clouds
380,Kathmandu,NP,27.7167,85.3167,2022-06-18 18:57:13,70.02,88,75,2.3,thunderstorm
381,Kruisfontein,ZA,-34.0033,24.7314,2022-06-18 19:00:33,56.88,88,95,5.77,overcast clouds
382,Biltine,TD,14.5333,20.9167,2022-06-18 19:00:33,95.13,23,100,5.3,overcast clouds
383,Stokmarknes,NO,68.5646,14.9108,2022-06-18 19:00:34,48.18,87,20,4.61,light rain
384,Dwarka,IN,22.2394,68.9678,2022-06-18 19:00:34,85.12,80,10,15.03,clear sky
385,Holme,DK,56.1138,10.1725,2022-06-18 19:00:34,62.17,66,92,8.95,overcast clouds
386,Morondava,MG,-20.2833,44.2833,2022-06-18 19:00:35,71.38,69,0,11.1,clear sky
387,Teguise,ES,29.0605,-13.564,2022-06-18 19:00:35,70.02,68,20,21.85,few clouds
388,Lamu,KE,-2.2717,40.902,2022-06-18 19:00:36,77.22,76,45,16.75,scattered clouds
389,Moose Factory,CA,51.2585,-80.6094,2022-06-18 19:00:36,53.94,43,1,14.72,clear sky
390,Bom Jesus,BR,-9.0744,-44.3586,2022-06-18 19:00:37,96.22,23,65,4.85,broken clouds
391,Zambezi,ZM,-13.5432,23.1047,2022-06-18 19:00:37,61.97,47,7,4.27,clear sky
392,Savannah Bight,HN,16.45,-85.85,2022-06-18 19:00:38,80.74,82,100,8.19,overcast clouds
393,Mecca,SA,21.4267,39.8261,2022-06-18 18:57:00,92.48,36,19,3.62,few clouds
394,Salmas,IR,38.1973,44.7653,2022-06-18 19:00:39,72.0,30,0,3.29,clear sky
395,Valentigney,FR,47.4639,6.8317,2022-06-18 19:00:39,88.75,62,0,5.35,clear sky
396,Canico,PT,32.6333,-16.85,2022-06-18 19:00:39,76.01,83,40,9.22,scattered clouds
397,Traverse City,US,44.7631,-85.6206,2022-06-18 18:59:45,69.84,38,8,10.2,clear sky
398,Mayumba,GA,-3.432,10.6554,2022-06-18 19:00:41,71.6,83,81,7.02,broken clouds
399,Rutana,BI,-3.8667,30.1,2022-06-18 19:00:42,63.99,59,100,3.18,overcast clouds
400,Sayat,TM,38.7839,63.8803,2022-06-18 19:00:42,86.77,15,0,9.19,clear sky
401,Hobe Sound,US,27.0595,-80.1364,2022-06-18 19:00:43,95.99,57,3,8.16,clear sky
402,Namwala,ZM,-15.7504,26.4384,2022-06-18 19:00:43,63.16,48,23,5.53,few clouds
403,Kortkeros,RU,61.8106,51.5806,2022-06-18 19:00:43,59.0,84,56,4.03,broken clouds
404,Trzebiatow,PL,54.0615,15.2648,2022-06-18 19:00:44,64.35,78,22,10.42,few clouds
405,Aleksandrovskoye,RU,44.7142,43.0008,2022-06-18 19:00:45,67.44,62,59,1.72,broken clouds
406,Awjilah,LY,29.1081,21.2869,2022-06-18 19:00:45,84.22,28,0,16.37,clear sky
407,Dzilam Gonzalez,MX,21.2833,-88.9333,2022-06-18 19:00:46,88.27,57,100,12.8,overcast clouds
408,Fereydun Kenar,IR,36.6864,52.5225,2022-06-18 19:00:46,75.99,69,15,6.38,few clouds
409,Atar,MR,20.5169,-13.0499,2022-06-18 19:00:47,98.69,26,79,15.1,broken clouds
410,Anloga,GH,5.7947,0.8973,2022-06-18 19:00:47,77.54,78,98,8.5,overcast clouds
411,Podgornoye,RU,51.735,39.1496,2022-06-18 19:00:48,61.02,72,0,0.0,light rain
412,Quatre Cocos,MU,-20.2078,57.7625,2022-06-18 18:59:52,69.1,78,13,5.82,few clouds
413,El Prat De Llobregat,ES,41.3278,2.0947,2022-06-18 19:01:48,83.59,81,20,9.22,few clouds
414,Balkhash,KZ,46.844,74.9804,2022-06-18 19:01:49,74.66,35,12,5.59,few clouds
415,Volchikha,RU,52.0333,80.3833,2022-06-18 19:01:49,60.08,75,70,2.91,broken clouds
416,Kaina,NG,12.6374,8.5873,2022-06-18 19:01:49,88.84,39,100,5.01,overcast clouds
417,Nizwa,OM,22.9333,57.5333,2022-06-18 19:01:50,88.32,57,4,4.05,clear sky
418,Coihaique,CL,-45.5752,-72.0662,2022-06-18 19:01:50,38.01,90,100,6.49,overcast clouds
419,Dori,BF,14.0354,-0.0345,2022-06-18 19:01:51,91.74,36,91,7.85,overcast clouds
420,Minudasht,IR,37.2289,55.3747,2022-06-18 19:01:51,75.25,64,0,4.23,clear sky
421,Sinnamary,GF,5.3833,-52.95,2022-06-18 19:01:14,81.66,76,27,8.9,scattered clouds
422,Pimentel,PE,-6.8367,-79.9342,2022-06-18 19:01:51,65.55,75,93,15.9,overcast clouds
423,Oriximina,BR,-1.7656,-55.8661,2022-06-18 19:01:52,87.4,56,13,6.44,few clouds
424,Nara,JP,34.6851,135.8049,2022-06-18 19:01:07,72.5,73,95,0.92,overcast clouds
425,Bukene,TZ,-4.2333,32.8833,2022-06-18 19:01:52,70.45,43,100,4.76,overcast clouds
426,Portree,GB,57.4129,-6.1942,2022-06-18 19:01:53,51.53,92,100,16.89,overcast clouds
427,Waycross,US,31.2136,-82.354,2022-06-18 19:01:53,98.85,60,62,1.01,broken clouds
428,Urubicha,BO,-15.3833,-62.95,2022-06-18 19:01:54,79.29,46,30,3.62,scattered clouds
429,Huarmey,PE,-10.0681,-78.1522,2022-06-18 19:01:54,68.31,65,7,13.85,clear sky
430,Derzhavinsk,KZ,51.1,66.3167,2022-06-18 19:01:54,72.61,52,99,0.4,overcast clouds
431,Ankazobe,MG,-18.3167,47.1167,2022-06-18 19:01:55,61.84,75,100,3.42,overcast clouds
432,Camopi,GF,3.1655,-52.3158,2022-06-18 19:01:55,78.22,95,100,3.24,light rain
433,Zopilotepe,HN,14.6,-86.2667,2022-06-18 19:01:56,88.12,57,98,2.93,overcast clouds
434,Ancud,CL,-41.8697,-73.8203,2022-06-18 19:01:56,53.22,92,100,22.3,moderate rain
435,Hambantota,LK,6.1241,81.1185,2022-06-18 19:01:56,79.14,100,40,3.44,scattered clouds
436,Havre-Saint-Pierre,CA,50.2334,-63.5986,2022-06-18 19:00:58,53.96,100,100,5.75,mist
437,Challapata,BO,-18.9,-66.7667,2022-06-18 19:01:57,50.99,14,0,15.21,clear sky
438,Bardiyah,LY,31.7561,25.0865,2022-06-18 19:01:57,75.45,65,0,13.94,clear sky
439,Uruzgan,AF,32.8333,66.0,2022-06-18 19:01:58,70.77,16,0,5.68,clear sky
440,Moquegua,PE,-17.1956,-70.9353,2022-06-18 19:01:58,69.39,25,1,6.87,clear sky
441,Boa Vista,BR,2.8197,-60.6733,2022-06-18 19:01:58,84.58,69,77,4.54,broken clouds
442,Shepsi,RU,44.0361,39.1489,2022-06-18 19:01:59,70.23,68,0,4.63,clear sky
443,Revda,RU,56.801,59.9303,2022-06-18 19:01:59,55.63,94,100,2.28,overcast clouds
444,Kansanshi,ZM,-12.0951,26.4273,2022-06-18 19:02:00,56.91,62,87,3.62,overcast clouds
445,Springdale,US,36.1867,-94.1288,2022-06-18 19:02:00,94.05,60,20,5.75,few clouds
446,Alta Floresta,BR,-9.8756,-56.0861,2022-06-18 19:02:01,89.62,32,99,6.71,overcast clouds
447,Skjervoy,NO,70.0311,20.9714,2022-06-18 19:00:56,59.0,74,6,9.95,clear sky
448,Leticia,CO,-4.2153,-69.9406,2022-06-18 19:02:01,89.06,54,37,2.55,light rain
449,Saint-Georges,GD,12.0564,-61.7485,2022-06-18 19:02:02,82.18,70,46,14.0,scattered clouds
450,Willowmore,ZA,-33.2926,23.4895,2022-06-18 19:02:02,47.14,76,69,7.96,broken clouds
451,Asosa,ET,10.0667,34.5333,2022-06-18 19:02:03,61.52,95,100,2.64,moderate rain
452,Japura,ID,-0.3167,102.35,2022-06-18 19:02:03,73.47,96,88,1.9,overcast clouds
453,Praia,CV,14.9215,-23.5087,2022-06-18 19:02:03,77.54,73,75,13.8,broken clouds
454,Cedar Lake,US,41.3648,-87.4411,2022-06-18 18:59:04,77.97,42,0,10.65,clear sky
455,Mushie,CD,-3.0167,16.9,2022-06-18 19:02:04,77.94,49,100,1.86,overcast clouds
456,Esna,EG,25.2934,32.554,2022-06-18 19:02:04,90.12,22,0,11.45,clear sky
457,Keti Bandar,PK,24.1447,67.4497,2022-06-18 19:02:05,85.86,72,33,13.24,scattered clouds
458,Husavik,IS,66.0449,-17.3389,2022-06-18 19:03:05,48.0,67,89,10.31,overcast clouds
459,Gemena,CD,3.25,19.7667,2022-06-18 19:03:05,69.71,97,100,0.87,overcast clouds
460,Largo,US,27.9095,-82.7873,2022-06-18 19:03:06,96.78,62,40,13.8,scattered clouds
461,Majalgaon,IN,19.15,76.2333,2022-06-18 19:03:06,85.86,58,100,11.25,overcast clouds
462,Odweyne,SO,9.4092,45.064,2022-06-18 19:03:07,76.59,48,100,15.61,overcast clouds
463,Solwezi,ZM,-12.1688,26.3894,2022-06-18 19:00:56,57.29,62,75,3.6,broken clouds
464,Scarborough,GB,54.2797,-0.4044,2022-06-18 19:03:07,57.16,69,100,1.01,overcast clouds
465,Axim,GH,4.8699,-2.2405,2022-06-18 19:03:08,74.88,88,100,1.83,overcast clouds
466,Azul,AR,-36.777,-59.8585,2022-06-18 19:03:08,51.35,32,100,12.88,overcast clouds
467,Bonga,ET,7.2833,36.2333,2022-06-18 19:03:08,59.14,99,71,2.01,light rain
468,Mesetas,CO,3.3846,-74.0442,2022-06-18 19:03:09,76.01,89,93,5.17,moderate rain
469,Tarauaca,BR,-8.1614,-70.7656,2022-06-18 19:00:04,80.55,82,88,2.51,moderate rain
470,Chabahar,IR,25.2919,60.643,2022-06-18 19:03:09,83.37,87,10,4.05,clear sky
471,Samsun,TR,41.25,36.3333,2022-06-18 19:03:10,65.16,94,0,0.0,clear sky
472,Mundra,IN,22.85,69.7333,2022-06-18 19:03:11,85.77,75,18,15.95,few clouds
473,Sechura,PE,-5.5569,-80.8222,2022-06-18 19:03:11,75.76,54,10,14.12,clear sky
474,Dudinka,RU,69.4058,86.1778,2022-06-18 19:03:11,49.33,53,18,8.75,few clouds
475,Mercedes,AR,-34.6515,-59.4307,2022-06-18 18:59:30,63.03,27,56,13.18,broken clouds
476,Sindou,BF,10.6667,-5.1667,2022-06-18 19:03:12,73.38,89,100,6.17,moderate rain
477,Mustafabad,PK,30.8922,73.4989,2022-06-18 19:03:12,88.57,47,53,8.5,broken clouds
478,Sikonge,TZ,-5.6333,32.7667,2022-06-18 19:03:13,73.27,36,100,4.65,overcast clouds
479,Monte Alegre,BR,-2.0078,-54.0692,2022-06-18 19:03:04,85.03,67,94,1.95,overcast clouds
480,Porto Walter,BR,-8.2686,-72.7439,2022-06-18 19:03:13,78.75,92,100,3.89,overcast clouds
481,Mocuba,MZ,-16.8392,36.9856,2022-06-18 19:03:13,60.28,92,0,2.37,clear sky
482,Abu Dhabi,AE,24.4667,54.3667,2022-06-18 18:59:24,93.31,71,0,5.75,clear sky
483,Marienburg,PL,54.0359,19.0266,2022-06-18 19:03:14,71.58,78,7,6.29,clear sky
484,Louga,RU,58.7372,29.8453,2022-06-18 19:02:36,55.83,96,100,8.72,overcast clouds
485,Middletown,US,39.5151,-84.3983,2022-06-18 19:03:13,77.88,37,0,13.8,clear sky
486,Huntsville,US,34.7304,-86.5861,2022-06-18 19:00:00,91.4,51,40,16.11,scattered clouds
487,Sangueya,GN,10.7,-14.3667,2022-06-18 19:03:15,73.65,98,100,4.97,heavy intensity rain
488,Ust-Kulom,RU,61.6864,53.6902,2022-06-18 19:03:15,57.63,77,100,3.4,overcast clouds
489,Voznesenskaya,RU,44.5527,41.0318,2022-06-18 19:03:15,65.97,73,100,4.52,overcast clouds
490,Puerto Del Rosario,ES,28.5004,-13.8627,2022-06-18 19:03:16,73.15,78,0,18.41,clear sky
491,Werda,BW,-25.2667,23.2833,2022-06-18 19:03:16,61.23,25,0,5.32,clear sky
492,Vila Do Maio,CV,15.1333,-23.2167,2022-06-18 19:03:17,77.79,89,100,15.97,overcast clouds
493,Manga,BF,11.6636,-1.0731,2022-06-18 19:03:17,83.17,59,100,2.08,light rain
494,Prudentopolis,BR,-25.2131,-50.9778,2022-06-18 19:03:17,64.42,50,0,1.92,clear sky
495,Gayeri,BF,12.6497,0.4931,2022-06-18 19:03:18,86.13,50,25,7.27,scattered clouds
496,Pisco,PE,-13.7,-76.2167,2022-06-18 19:03:18,62.65,82,100,10.36,mist
497,Talnakh,RU,69.4865,88.3972,2022-06-18 19:03:18,49.17,55,10,8.95,clear sky
498,Lidkoping,SE,58.5052,13.1577,2022-06-18 19:03:19,59.02,68,18,17.65,few clouds
499,Tekeli,KZ,44.83,78.8239,2022-06-18 19:03:19,56.52,47,11,8.28,few clouds
500,Bognor Regis,GB,50.7821,-0.6798,2022-06-18 19:03:19,61.41,69,100,24.4,light rain
501,Liverpool,GB,53.4106,-2.9779,2022-06-18 19:00:11,57.15,67,20,9.22,few clouds
502,Araouane,ML,18.9048,-3.5265,2022-06-18 19:03:20,88.11,43,98,7.52,overcast clouds
503,Santiago,CL,-33.4569,-70.6483,2022-06-18 18:58:26,66.29,42,75,5.75,haze
504,Deer Lake,CA,49.1667,-57.4316,2022-06-18 18:58:56,67.86,68,75,18.41,broken clouds
505,Mwinilunga,ZM,-11.7358,24.4293,2022-06-18 19:04:21,57.79,55,27,4.41,scattered clouds
506,Dundalk,US,39.2507,-76.5205,2022-06-18 19:04:21,75.67,54,75,14.97,broken clouds
507,Olinda,BR,-8.0089,-34.8553,2022-06-18 19:04:22,82.13,65,20,6.91,few clouds
508,Clacton-On-Sea,GB,51.7897,1.156,2022-06-18 19:04:22,59.97,81,100,8.99,overcast clouds
509,Kumasi,GH,6.6885,-1.6244,2022-06-18 19:04:22,70.39,96,100,2.21,overcast clouds
510,Inta,RU,66.0317,60.1659,2022-06-18 19:04:23,58.55,79,39,4.27,scattered clouds
511,Sept-Iles,CA,50.2001,-66.3821,2022-06-18 19:04:23,48.51,75,100,19.71,overcast clouds
512,Sandnessjoen,NO,66.0217,12.6316,2022-06-18 19:04:23,51.66,83,100,5.01,overcast clouds
513,Yomou,GN,7.5603,-9.2653,2022-06-18 19:04:24,73.35,81,96,3.0,overcast clouds
514,Manono,CD,-7.3,27.4167,2022-06-18 19:02:15,75.99,39,12,5.64,few clouds
515,Marsa Matruh,EG,31.3525,27.2453,2022-06-18 19:04:24,74.21,84,0,12.15,clear sky
516,Urumqi,CN,43.801,87.6005,2022-06-18 19:02:02,72.55,38,0,6.71,clear sky
517,Wajid,SO,3.8093,43.2471,2022-06-18 19:04:25,78.67,54,14,20.56,few clouds
518,Wattegama,LK,6.7989,81.4808,2022-06-18 19:04:25,76.44,87,100,5.17,overcast clouds
519,Yazykovo,RU,55.2199,56.1353,2022-06-18 19:04:26,57.24,89,99,5.73,overcast clouds
520,Ongandjera,NA,-17.8833,15.0667,2022-06-18 19:04:26,69.93,27,0,7.72,clear sky
521,Saint-Raymond,CA,45.467,-73.6095,2022-06-18 19:04:27,54.21,88,100,14.97,moderate rain
522,Rio Grande,BR,-32.035,-52.0986,2022-06-18 19:04:27,55.51,55,0,12.17,clear sky
523,Chone,EC,-0.6833,-80.1,2022-06-18 19:04:27,78.24,76,99,4.7,overcast clouds
524,Butembo,CD,0.15,29.2833,2022-06-18 19:04:28,57.96,97,100,2.77,overcast clouds
525,Karpathos,GR,35.507,27.2132,2022-06-18 19:04:28,71.56,83,0,21.85,clear sky
526,Louis Trichardt,ZA,-23.0439,29.9032,2022-06-18 19:04:28,57.16,40,0,3.15,clear sky
527,Sistranda,NO,63.7256,8.834,2022-06-18 19:04:29,53.56,78,40,10.47,scattered clouds
528,Punto Fijo,VE,11.6956,-70.1996,2022-06-18 19:04:29,86.04,59,32,33.4,scattered clouds
529,Renfrew,GB,55.872,-4.3925,2022-06-18 19:04:29,56.52,78,40,16.11,scattered clouds
530,Vigrestad,NO,58.5667,5.7,2022-06-18 19:04:30,56.59,70,100,13.82,overcast clouds
531,Port-Cartier,CA,50.0334,-66.8654,2022-06-18 19:01:27,48.99,67,100,18.19,overcast clouds
532,Catia La Mar,VE,10.6038,-67.0303,2022-06-18 19:04:30,90.5,74,40,6.91,scattered clouds
533,Tsumeb,NA,-19.2333,17.7167,2022-06-18 19:04:31,64.26,28,0,4.7,clear sky
534,Dieppe,FR,49.75,1.1667,2022-06-18 19:03:21,86.18,76,2,1.01,clear sky
535,Porto Murtinho,BR,-21.6989,-57.8825,2022-06-18 19:04:31,74.19,25,0,6.31,clear sky
536,Haradok,BY,55.4624,29.9816,2022-06-18 19:04:32,57.69,89,100,6.35,overcast clouds
537,Shinpokh,PK,34.3292,71.1782,2022-06-18 19:04:32,86.34,53,0,5.97,clear sky
538,Jacareacanga,BR,-6.2222,-57.7528,2022-06-18 19:04:32,83.19,65,100,1.23,overcast clouds
539,Nnewi,NG,6.0199,6.9148,2022-06-18 19:04:33,74.01,92,85,4.12,overcast clouds
540,Mahanoro,MG,-19.9,48.8,2022-06-18 19:04:33,69.44,88,85,3.31,light rain
541,Mantua,IT,45.1667,10.7833,2022-06-18 19:04:33,83.08,54,7,1.99,clear sky
542,Ivangorod,RU,59.3716,28.2162,2022-06-18 19:04:34,55.83,97,100,10.42,overcast clouds
543,Rio Pomba,BR,-21.2747,-43.1792,2022-06-18 19:04:34,82.56,42,38,7.58,scattered clouds
544,Veinticinco De Mayo,AR,-35.4323,-60.1727,2022-06-18 19:04:34,58.98,34,100,5.01,overcast clouds
545,Hobyo,SO,5.3505,48.5268,2022-06-18 19:04:35,79.36,74,91,27.78,overcast clouds
546,Pedro Juan Caballero,PY,-22.5472,-55.7333,2022-06-18 19:04:35,62.56,45,0,6.91,clear sky
547,Zavetnoye,RU,47.1194,43.8903,2022-06-18 19:04:36,71.64,38,65,7.25,broken clouds
548,Vestmannaeyjar,IS,63.4427,-20.2734,2022-06-18 19:03:12,51.64,73,14,29.21,few clouds
549,Eyl,SO,7.9803,49.8164,2022-06-18 19:04:36,78.84,72,100,21.54,overcast clouds
550,Moundsville,US,39.9203,-80.7431,2022-06-18 19:04:36,74.16,42,0,1.99,clear sky
551,Qobustan,AZ,40.0824,49.412,2022-06-18 19:04:37,75.99,51,42,8.39,scattered clouds
552,Svetlyy,RU,54.675,20.1347,2022-06-18 19:04:37,69.85,82,44,12.08,scattered clouds
553,Koscian,PL,52.0883,16.6487,2022-06-18 19:05:38,80.91,52,41,5.46,scattered clouds
554,Albany,US,42.6001,-73.9662,2022-06-18 19:05:38,60.3,62,91,1.01,overcast clouds
555,Wiwili,NI,13.6268,-85.8254,2022-06-18 19:05:38,84.94,72,100,1.88,overcast clouds
556,Oranjemund,NA,-28.55,16.4333,2022-06-18 19:05:39,56.07,86,1,6.17,clear sky
557,Kralendijk,BQ,12.15,-68.2667,2022-06-18 19:05:39,85.98,66,40,21.85,scattered clouds
558,Aden,YE,12.7794,45.0367,2022-06-18 19:05:40,91.13,53,100,10.0,overcast clouds
559,Le Pont-De-Claix,FR,45.1244,5.7064,2022-06-18 19:05:40,87.66,72,99,5.55,overcast clouds
560,Sioux Lookout,CA,50.1001,-91.917,2022-06-18 19:05:41,75.27,24,31,9.82,scattered clouds
561,Nata,PA,8.3333,-80.5167,2022-06-18 19:05:41,84.51,73,100,7.47,overcast clouds
562,Yarmouth,US,41.7057,-70.2286,2022-06-18 19:05:41,71.26,55,0,16.11,clear sky
563,Pauini,BR,-7.7136,-66.9764,2022-06-18 19:05:42,87.93,51,7,4.43,clear sky
564,Conakry,GN,9.538,-13.6773,2022-06-18 19:05:42,78.67,80,100,8.52,moderate rain
565,Baza,ES,37.4907,-2.7726,2022-06-18 19:05:42,87.42,28,9,7.0,clear sky
566,Atbasar,KZ,51.8,68.3333,2022-06-18 19:05:43,68.7,57,9,6.15,clear sky
567,San Ignacio,BZ,17.1561,-89.0714,2022-06-18 19:05:14,80.4,89,99,4.0,overcast clouds
568,Tshikapa,CD,-6.4167,20.8,2022-06-18 19:05:43,75.27,32,100,0.72,overcast clouds
569,Sokolo,ML,14.7328,-6.1219,2022-06-18 19:05:43,76.91,72,100,12.3,overcast clouds
570,Chaman,PK,30.9236,66.4512,2022-06-18 19:05:44,80.78,15,0,2.98,clear sky
571,Laje,BR,-10.1833,-40.9667,2022-06-18 19:00:58,87.87,33,47,7.45,scattered clouds
572,Havoysund,NO,70.9963,24.6622,2022-06-18 19:05:44,48.43,72,69,20.49,broken clouds
573,Bedi,IN,22.5,70.05,2022-06-18 19:02:07,85.86,70,45,14.43,scattered clouds
574,Manaquiri,BR,-3.3167,-60.35,2022-06-18 19:05:45,90.09,53,97,1.52,overcast clouds
575,Thompson,CA,55.7435,-97.8558,2022-06-18 19:05:45,78.42,21,100,15.19,overcast clouds
576,Itarema,BR,-2.9248,-39.9167,2022-06-18 19:05:46,81.43,76,100,12.46,overcast clouds
577,Shihezi,CN,44.3,86.0333,2022-06-18 19:05:46,76.8,28,86,8.12,overcast clouds
578,Wasserburg,DE,48.4411,10.2693,2022-06-18 19:05:46,85.17,68,0,5.48,clear sky
579,Yenagoa,NG,4.9247,6.2642,2022-06-18 19:05:47,74.01,95,100,4.36,moderate rain
580,Puerto Ayacucho,VE,5.6639,-67.6236,2022-06-18 19:05:47,81.07,74,98,1.41,overcast clouds
581,Miastko,PL,54.0028,16.9826,2022-06-18 19:05:48,64.81,80,8,8.21,clear sky
582,Krasnoselkup,RU,65.7,82.4667,2022-06-18 19:05:48,54.77,56,83,8.55,broken clouds
583,Bay Roberts,CA,47.5999,-53.2648,2022-06-18 19:05:48,62.65,77,100,11.01,overcast clouds
584,Ipameri,BR,-17.7219,-48.1597,2022-06-18 19:05:49,78.67,44,29,6.78,scattered clouds
585,Bollnas,SE,61.3482,16.3946,2022-06-18 19:05:49,54.43,64,86,7.52,overcast clouds
586,Iquique,CL,-20.2208,-70.1431,2022-06-18 19:05:49,62.64,67,47,6.15,scattered clouds
587,Vasterhaninge,SE,59.1167,18.1,2022-06-18 19:05:50,66.83,43,5,15.55,clear sky
588,Talcahuano,CL,-36.7167,-73.1167,2022-06-18 19:05:15,51.48,71,0,5.75,clear sky
589,Canton,CN,23.1167,113.25,2022-06-18 19:05:50,82.35,89,100,9.06,light rain
590,Bure,ET,10.7,37.0667,2022-06-18 19:05:51,60.51,84,93,3.53,light rain
591,Almenara,BR,-16.1836,-40.6944,2022-06-18 19:05:51,88.61,22,0,3.44,clear sky
592,Guaimaca,HN,14.5333,-86.8167,2022-06-18 19:05:51,84.83,48,99,2.15,overcast clouds
593,Turayf,SA,31.6725,38.6637,2022-06-18 19:05:52,89.55,26,1,17.9,clear sky
594,Pitimbu,BR,-7.4706,-34.8086,2022-06-18 19:05:52,82.99,76,14,8.61,few clouds
595,Fomboni,KM,-12.28,43.7425,2022-06-18 19:05:53,78.42,66,22,14.88,few clouds
596,Cururupu,BR,-1.8283,-44.8683,2022-06-18 19:05:53,84.85,60,98,6.46,overcast clouds
597,Woodstock,CA,43.1334,-80.7497,2022-06-18 19:05:53,66.07,70,0,3.0,clear sky
598,Foumban,CM,5.7291,10.9001,2022-06-18 19:05:54,63.61,95,100,2.1,light rain
599,Marrakesh,MA,31.6315,-8.0083,2022-06-18 19:03:29,93.27,36,0,9.22,clear sky
600,Nalut,LY,30.3333,10.85,2022-06-18 19:02:17,87.13,13,42,9.42,scattered clouds
601,Amapa,BR,1.0,-52.0,2022-06-18 19:06:54,80.62,86,11,4.83,moderate rain
602,Kemi,FI,65.8596,24.8228,2022-06-18 19:06:55,55.17,82,100,3.44,light intensity shower rain
603,Marigot,MF,18.0667,-63.0833,2022-06-18 19:06:55,87.58,58,20,11.5,few clouds
604,Portage,US,41.1667,-81.1998,2022-06-18 19:06:56,69.58,39,0,12.66,clear sky
605,Altamira,BR,-3.2033,-52.2064,2022-06-18 19:06:56,81.93,77,91,2.64,overcast clouds
606,Tiznit,MA,29.5833,-9.5,2022-06-18 19:06:56,79.66,47,47,5.03,scattered clouds
607,Chorozinho,BR,-4.3003,-38.4978,2022-06-18 19:06:57,81.23,74,97,5.39,overcast clouds
608,Mafinga,TZ,-7.25,35.0667,2022-06-18 19:06:57,67.69,50,31,6.13,scattered clouds
609,Baran,IN,25.1,76.5167,2022-06-18 19:06:57,83.01,71,66,9.71,broken clouds
610,Dzierzoniow,PL,50.7282,16.6514,2022-06-18 19:02:24,80.55,62,45,9.55,scattered clouds
611,Susehri,TR,40.1644,38.0867,2022-06-18 19:06:58,60.6,88,0,4.34,clear sky
612,Chany,RU,55.3121,76.7647,2022-06-18 19:06:58,55.56,91,22,5.32,few clouds
613,Youghal,IE,51.95,-7.8506,2022-06-18 19:06:59,59.09,63,100,12.46,overcast clouds
614,George Town,MY,5.4112,100.3354,2022-06-18 19:06:09,79.9,91,20,0.0,few clouds
615,Harer,ET,9.3094,42.1258,2022-06-18 19:06:59,60.55,75,26,6.31,scattered clouds
616,Ust-Tsilma,RU,65.441,52.1498,2022-06-18 19:07:00,57.69,74,81,3.33,broken clouds
617,Oussouye,SN,12.485,-16.5469,2022-06-18 19:07:00,78.96,70,100,11.39,overcast clouds
618,Marysville,US,48.0518,-122.1771,2022-06-18 19:06:27,59.32,88,100,3.44,mist
619,Carlibaba,RO,47.5833,25.1333,2022-06-18 19:07:01,51.89,87,14,2.15,few clouds
620,Porto Santo,PT,33.072,-16.3415,2022-06-18 19:07:01,70.18,83,40,12.66,scattered clouds
